	election	cmte_id	purpid	purpose	vendor	category	platform	category_recode	consult	digital	cand_id	cand_office	sup_opp	soc_media	exp_amo	cmte_nm	cmte_dsgn	cmte_tp	party_impute	fec_party	crp_party	party_combined	pacshort	recipcode	industry	name	crpico	recipcode_cand	office	state	cd	cand_support	source	transaction_amt	cand_name	cand_office_st	cand_office_district	cand_ici	cand_status	status_combined	ads_ind	tv	tv2	ads_ind2	ads_opp	ads_opp2	ads	ads2	presyear	commtype	prescomms	preselect	dig_source	dig_type	total	deflator	total12
317	2004.0	C00294280	9953.0	ADMINSTRATIVE SALARY OVERHEAD SOFTWARE	INTUIT	digital	0.0	digital		1.0	H4FL15114	H		0.0		FRIENDS OF DAVE WELDON	P	H		2.0	2.0	2.0	Friends of Dave Weldon	RW	Z1100	Dave Weldon (R)	I	RW	H	FL	15.0		1.0	79.94999694824219	WELDON, DAVE	FL	15.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2004.0	1.0	1.0	7.995e-05	84.84	9.423621e-05
318	2020.0	C00745661	156706.0	DIGITAL ADVERTISING	WILSON J RYAN	digital	0.0	digital		1.0	P00016030	P		0.0		MCCUTCHEON FOR FREEDOM	P	P		3.0	3.0	3.0	McCutcheon for Freedom	3N	Z1300	Shaun McCutcheon (L)	 	3N	P				1.0	1000.0	MCCUTCHEON, SHAUN	US	0.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0		2020.0	1.0	1.0	0.001	113.65	0.0008798944
319	2018.0	C00187450	387520.0	ONLINE ADVERTISING	GOOGLE	digital	1.0	digital		1.0				1.0		REPUBLICAN PARTY OF LOUISIANA	U	Y		2.0	2.0	2.0	Republican Party of Louisiana	RP	Z5100								1.0	15.0								0.0	0.0		1.0	1.0	1.0	1.0	0.0	5.0			2.0	1.0	1.5e-05	110.32	1.3596809e-05
320	2008.0	C00440735	609838.0	WEBSITE ADVOCACY	HUMAN RIGHTS CAMPAIGN PAC	digital	0.0	digital		1.0	H8NM02032	H		0.0		HARRY TEAGUE FOR CONGRESS	P	H		1.0	1.0	1.0	Harry Teague for Congress	DW	Z1200	Harry Teague (D)	O	DW	H	NM	2.0		1.0	50.0	TEAGUE, HARRY	NM	2.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2008.0	1.0	1.0	5e-05	94.42	5.295488e-05
321	2020.0	C00674697	156666.0	DIGITAL ADVERTISEMENT	SUNRISE MOVEMENT	digital	0.0	digital		1.0	P60007168	P	S	0.0	500.0	SUNRISE PAC	U	W	1.0			1.0	Sunrise PAC	PI	JE300	Bernie Sanders (D)	I	3I	P	VT			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	6.0		2020.0	1.0	1.0	0.0005	113.65	0.0004399472
322	2014.0	C00551861	13694.0	ADVERTISING E BLAST	FACEBOOK	media	1.0	digital		1.0	S4MT00126	S		1.0		JOHN BOHLINGER FOR US SENATE	P	S		1.0	1.0	1.0	John Bohlinger for US Senate	DL	Z1200	John Bohlinger (D)	C	DL	S	MT			1.0	251.07000732421875	BOHLINGER, JOHN C	MT	0.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			2.0	1.0	0.00025107	103.65	0.00024222866
323	2012.0	C00492595	606288.0	WEB ADVERTISING PRODUCTION	CAMPAIGN NETWORK	digital	0.0	digital		1.0	S2WI00235	S	O	0.0	1000.0	PROGRESSIVE KICK INDEPENDENT EXPENDITURES	U	O	1.0		1.0	1.0	Progressive Kick	OI	J1200	Tommy G Thompson (R)	O	RL	S	WI			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2012.0	1.0	1.0	0.001	100.0	0.001
324	2018.0	C00476192	12358.0	ADVERTISING	FACEBOOK	media	1.0	digital		1.0	S8IN00189	S		1.0		HOOSIERS FOR ROKITA, INC.	P	S		2.0	2.0	2.0	Hoosiers for Rokita	RL	Z1100	Todd Rokita (R)	C	RL	S	IN			1.0	650.5200099945068	ROKITA, THEODORE EDWARD	IN	0.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			2.0	1.0	0.00065052	110.32	0.0005896665
325	2018.0	C00486845	156447.0	DIGITAL AD PRODUCTION	BLUEPRINT INTERACTIVE	digital	0.0	digital		1.0	S8MT00234	S	O	0.0	12505.0	LCV VICTORY FUND	U	O	1.0			1.0	LCV Victory Fund	OI	JE300	Matt Rosendale (R)	C	RL	S	MT			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.012505	110.32	0.011335207
326	2014.0	C00544098	583852.0	TV AND ONLINE ADS	MBS	digital	0.0	digital		1.0	S4SC00265	S		0.0		RICHARD CASH FOR SENATE	P	S		2.0	2.0	2.0	Richard Cash for Senate	RL	Z1100	Richard Cash (R)	C	RL	S	SC			1.0	179995.0	CASH, RICHARD J	SC	0.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			1.0	1.0	0.179995	103.65	0.17365654
327	2018.0	C00634188	522037.0	SOCIAL MEDIA PROMOTION INSTAGRAM	FACEBOOK	digital	1.0	digital		1.0	H8AZ08059	H		1.0		BRIANNA WESTBROOK FOR CONGRESS	P	H		1.0	1.0	1.0	Brianna Westbrook for Congress	DL	Z1200	Brianna Westbrook (D)	O	DL	H	AZ	8.0		1.0	11.260000228881836	WESTBROOK, BRIANNA	AZ	8.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	1.126e-05	110.32	1.02066715e-05
328	2010.0	C00460923	387658.0	ONLINE ADVERTISING FOR APRIL	FACEBOOK	digital	1.0	digital		1.0	H0RI01065	H		1.0		FRIENDS OF JOHN LOUGHLIN	P	H		2.0	2.0	2.0	Friends of John Loughlin	RL	Z1100	John J Loughlin II (R)	O	RL	H	RI	1.0		1.0	650.0	LOUGHLIN, JOHN J II	RI	1.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	0.00065	96.17	0.00067588646
329	2010.0	C90012071	289140.0	INTERNET AD TO PROMOTE POLITICAL ADS ROGUES GALLERY VIDEO AD	GOOGLE	digital	1.0	digital		1.0	S0CO00237	S	O	1.0	1058.909999847412	PEOPLE FOR THE AMERICAN WAY	U	I	1.0		1.0	1.0	People for the American Way	OI	J1200	Ken Buck (R)	C	RL	S	CO			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	8.0			2.0	1.0	0.00105891	96.17	0.0011010815
330	2020.0	C00419630	13841.0	ADVERTISING EXPENSE	FACEBOOK	media	1.0	digital		1.0	H6KY03124	H		1.0		YARMUTH FOR CONGRESS	P	H		1.0	1.0	1.0	Yarmuth for Congress	DW	Z1200	John A Yarmuth (D)	I	DW	H	KY	3.0		1.0	260.0	YARMUTH, JOHN	KY	3.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	2.0	1.0	0.00026	113.65	0.00022877255
331	2020.0	C90009358	199346.0	FACEBOOK AD DEPASQUALE	CAMPAIGN WORKSHOP	digital	0.0	digital		1.0	H0PA10110	H	S	0.0	15667.0	HUMANE SOCIETY LEGISLATIVE FUND	U	I	1.0			1.0	Humane Society Legislative Fund                   	OI	J7600	Eugene DePasquale (D)	C	DL	H	PA	10.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	8.0		2020.0	1.0	1.0	0.015667	113.65	0.013785306
332	2016.0	C00559880	12358.0	ADVERTISING	FACEBOOK	media	1.0	digital		1.0	S4LA00149	S		1.0		THOMAS CLEMENTS FOR US SENATE	P	S		2.0	2.0	2.0	Thomas Clements For Us Senate	RN	Z1100	Thomas Patrick Clements (R)	 	RN	S	LA			1.0	218.49000549316406	CLEMENTS, THOMAS PATRICK	LA	0.0	O	N	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	2.0		2016.0	2.0	1.0	0.00021849001	105.74	0.00020662948
333	2016.0	C00458844	606224.0	WEB ADS	GOOGLE	digital	1.0	digital		1.0	P60006723	P		1.0		MARCO RUBIO FOR PRESIDENT	P	P		2.0	2.0	2.0	Marco Rubio for President	RI	Z1100	Marco Rubio (R)	I	RI	P	FL			1.0	3640.0700149536133	RUBIO, MARCO	US	0.0	O	N	3.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0		2016.0	2.0	1.0	0.00364007	105.74	0.0034424723
334	2020.0	C00306704	156706.0	DIGITAL ADVERTISING	ONMESSAGE	digital	0.0	digital		1.0	S6AL00195	S		0.0		FRIENDS OF SESSIONS SENATE COMMITTEE INC	P	S		2.0	2.0	2.0	Friends of Sessions Senate Cmte	RL	Z1100	Jeff Sessions (R)	C	RL	S	AL			1.0	1500.0	SESSIONS, JEFFERSON B	AL	0.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	2.0		2020.0	1.0	1.0	0.0015	113.65	0.0013198416
335	2018.0	C00662171	4206.0	AD EXPENSE	FACEBOOK	media	1.0	digital		1.0	H8TX06233	H		1.0		RON WRIGHT FOR CONGRESS	P	H		2.0	2.0	2.0	Ron Wright for Congress	RW	Z1100	Ron Wright (R)	O	RW	H	TX	6.0		1.0	2543.56005859375	WRIGHT, RON	TX	6.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	0.00254356	110.32	0.0023056201
336	2018.0	C00612820	10321.0	ADS	FACEBOOK	media	1.0	digital		1.0	H8PA15187	H	S	1.0	6000.0	COMMUNITY CHANGE VOTERS	U	O	1.0		1.0	1.0	Community Change Voters	OI	J1200	Greg Edwards (D)	O	DL	H	PA	7.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			2.0	1.0	0.006	110.32	0.0054387236
337	2010.0	C00432260	429369.0	PHONE SOLICITATIONS FROM ADVANCE LINE	CLUB FOR GROWTH	digital	0.0	digital		1.0	H0GA09030	H	S	0.0	59.61000061035156	CLUB FOR GROWTH PAC	U	Q	2.0		2.0	2.0	Club for Growth	PI	J1100	Tom Graves (R)	I	RW	H	GA	9.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	6.0			1.0	1.0	5.961e-05	96.17	6.1983985e-05
338	2018.0	C00489799	156899.0	DIGITAL ADVERTISING NO EXPRESS ADVOCACY	MR STRATEGIC SERVICES	digital	0.0	digital		1.0				0.0		PLANNED PARENTHOOD VOTES	U	O	1.0			1.0	Planned Parenthood Votes	OI	J7150								1.0	183623.55078125								0.0	0.0		1.0	1.0	1.0	1.0	0.0	7.0			1.0	1.0	0.18362355	110.32	0.1664463
339	2020.0	C00727008	606269.0	WEB ADVERTISING	HULU	digital	0.0	digital		1.0	H0CA25170	H		0.0		REBELLION PAC	U	V	1.0	1.0	1.0	1.0	Cenk for Congress	DL	Z1200	Cenk Uygur (D)	O	DL	H	CA	25.0		1.0	7732.740234375	UYGUR, CENK	CA	25.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	6.0		2020.0	1.0	1.0	0.00773274	113.65	0.0068039945
340	2018.0	C00580100	157445.0	DIGITAL CONSULTING ONLINE ADVERTISING	PARSCALE STRATEGY	digital	0.0	digital		1.0	P80001571			0.0		DONALD J. TRUMP FOR PRESIDENT, INC.	P	P		2.0	2.0	2.0	Donald J Trump for President	RI	Z1100	Donald Trump (R)	I	RI	P				1.0	4748952.8525390625						1.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	1.0			1.0	1.0	4.748953	110.32	4.304707
341	2018.0	C00488742	389564.0	ONLINE PRODUCTION COSTS FOR GIF ADS	MEATH MEDIA GROUP	digital	0.0	digital		1.0	H0AL02087	H	S	0.0	15500.0	NATIONAL ASSOCIATION OF REALTORS CONGRESSIONAL FUND	B	O	2.0			2.0	National Assn of Realtors	OB	F4200	Martha Roby (R)	I	RW	H	AL	2.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.0155	110.32	0.014050036
342	2018.0	C00580068	156546.0	DIGITAL ADS	MOTHERSHIP STRATEGIES	digital	0.0	digital		1.0	H8IN09107	H	S	0.0	15080.7197265625	PROGRESSIVE TURNOUT PROJECT	U	Q	1.0		1.0	1.0	Progressive Turnout Project	PI	J1200	Liz Watson (D)	C	DL	H	IN	9.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	6.0			1.0	1.0	0.01508072	110.32	0.013669979
343	2018.0	C00678490	608528.0	WEB SITE AD DESIGN	EDIT HOUSE	digital	0.0	digital		1.0	S8NM00218	S		0.0		AUBREY DUNN CAMPAIGN	P	S		3.0	3.0	3.0	Aubrey Dunn Campaign	3N	Z1300	Aubrey Dunn (L)	C	3N	S	NM			1.0	4104.0	DUNN, AUBREY	NM	0.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			1.0	1.0	0.004104	110.32	0.003720087
344	2018.0	C00623371	521539.0	SOCIAL MEDIA ADVERTISING	VERACITY MEDIA	digital	0.0	digital		1.0	H8CA20059	H	O	0.0	23400.0	AMERICAN VALUES PAC INC.	U	O	1.0			1.0	American Values PAC	OI	J1300	Devin Nunes (R)	I	RW	H	CA	22.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.0234	110.32	0.021211023
345	2016.0	C00446906	521539.0	SOCIAL MEDIA ADVERTISING	WINNING MARK	digital	0.0	digital		1.0	H8OR05107	H		0.0		KURT SCHRADER FOR CONGRESS	P	H		1.0	1.0	1.0	Kurt Schrader for Congress	DW	Z1200	Kurt Schrader (D)	I	DW	H	OR	5.0		1.0	14681.0	SCHRADER, KURT	OR	5.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	1.0	1.0	0.014681	105.74	0.013884055
346	2018.0	C90013525	156538.0	DIGITAL AD VIDEO PRODUCTION FOR TAX CUT CHAMP COMMUNICATIONS	STONERIDGE GROUP	digital	0.0	digital		1.0	H6NC13129	H	S	0.0	2916.0	HERITAGE ACTION FOR AMERICA	U	I	2.0		2.0	2.0	Heritage Action For America	OI	J1100	Ted Budd (R)	I	RW	H	NC	13.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	8.0			1.0	1.0	0.002916	110.32	0.00264322
347	2014.0	C00000935	255649.0	GENERIC CMTE ADVERTISING	FACEBOOK	media	1.0	digital		1.0				1.0		DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE	U	Y	1.0	1.0	1.0	1.0	Democratic Congressional Campaign Cmte	DP	Z5200								1.0	118551.35053253174								0.0	0.0		1.0	1.0	1.0	1.0	0.0	5.0			2.0	1.0	0.11855135	103.65	0.114376605
348	2020.0	C00693234	158063.0	DIGITAL MEDIA SERVICES	GRACE OUTDOOR ADVERTISING	digital	0.0	digital		1.0	P00009621	P		0.0		WARREN FOR PRESIDENT, INC.	P	P		1.0	1.0	1.0	Warren for President	DI	Z1200	Elizabeth Warren (D)	I	DI	P	MA			1.0	5724.0	WARREN, ELIZABETH	US	0.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	1.0		2020.0	1.0	1.0	0.005724	113.65	0.005036515
349	2020.0	C00609388	156821.0	DIGITAL ADVERTISING ESTIMATE	BREAK SOMETHING	digital	0.0	digital		1.0	S8GA00180	S	S	0.0	143161.77000000002	BLACK PAC	U	O	1.0			1.0	Black PAC	OI	J7500	Jon Ossoff (D)	C	DW	S	GA			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.14316176	113.65	0.12596723
350	2018.0	C00649863	387520.0	ONLINE ADVERTISING	WIX	digital	0.0	digital		1.0	H8CO06245	H		0.0		LEVI FOR COLORADO	P	H		1.0	1.0	1.0	Levi for Colorado	DL	Z1200	Levi Tillemann (D)	C	DL	H	CO	6.0		1.0	36.970001220703125	TILLEMANN, LEVI	CO	6.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	3.6970003e-05	110.32	3.3511606e-05
351	2008.0	C00314575	609838.0	WEBSITE ADVOCACY	HUMAN RIGHTS CAMPAIGN PAC	digital	0.0	digital		1.0	S6ME00159	S		0.0		COLLINS FOR SENATOR	P	S		2.0	2.0	2.0	Collins for Senator	RW	Z1100	Susan Collins (R)	I	RW	S	ME			1.0	25.0	COLLINS, SUSAN M	ME	0.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	2.0		2008.0	1.0	1.0	2.5e-05	94.42	2.647744e-05
352	2020.0	C90019316	182670.0	ESTIMATE DIGITAL ADVERTISING RVAT COVID TWITTER	LONGWELL PARTNERS	digital	0.0	digital		1.0	P80001571	P	O	0.0	1544.12	DEFENDING DEMOCRACY TOGETHER	U	I	1.0		1.0	1.0	Defending Democracy Together	OI	J1200	Donald Trump (R)	I	RL	P			2.0	2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	8.0		2020.0	1.0	1.0	0.00154412	113.65	0.0013586626
353	2012.0	C00501189	387423.0	ONLINE ADS	GOOGLE	digital	1.0	digital		1.0	S2PA00224	S		1.0		TOM SMITH FOR SENATE INC	P	S		2.0	2.0	2.0	Tom Smith for Senate	RL	Z1100	Tom Smith (R)	C	RL	S	PA			1.0	101884.74068450928	SMITH, TOM	PA	0.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	2.0		2012.0	2.0	1.0	0.101884745	100.0	0.101884745
354	2020.0	C00625236	199404.0	FACEBOOK ADS	FACEBOOK	digital	1.0	digital		1.0				1.0		AMERICAN SOLIDARITY PARTY	U	X			3.0	3.0	American Solidarity Party	3P	Z5300								1.0	1889.0600090026855								0.0	0.0		1.0	1.0	1.0	1.0	1.0	5.0		2020.0	2.0	1.0	0.00188906	113.65	0.0016621733
355	2016.0	C00495028	387641.0	ONLINE ADVERTISING ESTIMATE	WATERFRONT STRATEGIES	digital	0.0	digital		1.0	H0IL10302	H	O	0.0	40154.478515625	HOUSE MAJORITY PAC	U	O	1.0		1.0	1.0	House Majority PAC	OI	J1200	Bob Dold (R)	I	RL	H	IL	10.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2016.0	1.0	1.0	0.040154476	105.74	0.037974726
356	2014.0	C00484642	387520.0	ONLINE ADVERTISING	BLUEPRINT INTERACTIVE	digital	0.0	digital		1.0				0.0		SENATE MAJORITY PAC	U	O	1.0		1.0	1.0	Senate Majority PAC	OI	J1200								1.0	27538.0								0.0	0.0		1.0	1.0	1.0	1.0	0.0	7.0			1.0	1.0	0.027538	103.65	0.026568258
357	2018.0	C00495358	157857.0	DIGITAL MEDIA ADVERTISING	RISING TIDE INTERACTIVE	digital	0.0	digital		1.0	S2VA00142	S		0.0		KAINE FOR VIRGINIA	P	S		1.0	1.0	1.0	Kaine for Virginia	DW	Z1200	Tim Kaine (D)	I	DW	S	VA			1.0	2164308.69921875	KAINE, TIMOTHY MICHAEL	VA	0.0	I	F	1.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	2.0			1.0	1.0	2.1643088	110.32	1.9618462
358	2012.0	C00520726	12358.0	ADVERTISING	FACEBOOK	media	1.0	digital		1.0	H2WA04124	H		1.0		COMMITTEE FOR MARUY BAECHLER FOR CONGRESS	P	H		1.0	1.0	1.0	Committee for Maruy Baechler For Congress	DL	Z1200	Mary Baechler (D)	C	DL	H	WA	4.0		1.0	392.6000003814697	BAECHLER, MARY	WA	4.0	C	P	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2012.0	2.0	1.0	0.0003926	100.0	0.0003926
359	2018.0	C00435370	522063.0	SOCIAL MEDIA SERVICES	BOULDER STRATEGIES	digital	0.0	digital		1.0	H8CO02137	H		0.0		FRIENDS OF JARED POLIS COMMITTEE	P	H		1.0	1.0	1.0	Friends of Jared Polis Cmte	DI	Z1200	Jared Polis (D)	I	DI	H	CO	2.0		1.0	10000.0	POLIS, JARED	CO	2.0	I	C	1.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.01	110.32	0.009064539
360	2018.0	C00571588	156958.0	DIGITAL ADVERTISING PRODUCTION COST	HARRIS MEDIA	digital	0.0	digital		1.0	S6MT00162	S	O	0.0	22500.0	RESTORATION PAC	U	O	2.0		2.0	2.0	Restoration PAC	OI	J1100	Jon Tester (D)	I	DW	S	MT			2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	0.0225	110.32	0.020395216
361	2020.0	C00733394	337558.0	MEDIA PLACEMENT	FACEBOOK	media	1.0	digital		1.0	H0VA02118	H		1.0		TAYLOR FOR CONGRESS 2020	P	H		2.0	2.0	2.0	Taylor for Congress 2020	RL	Z1100	Scott Taylor (R)	C	RL	H	VA	2.0		1.0	5400.0	TAYLOR, SCOTT W. MR.	VA	2.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2020.0	2.0	1.0	0.0054	113.65	0.00475143
362	2012.0	C00476176	260765.0	GOOGLE ADS	GOOGLE	digital	1.0	digital		1.0	H0WA09044	H		1.0		VOTERS FOR DICK MURI	P	H		2.0	2.0	2.0	Voters for Dick Muri	RL	Z1100	Dick Muri (R)	O	RL	H	WA	10.0		1.0	67.75	MURI, RICHARD W	WA	10.0	C	P	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2012.0	2.0	1.0	6.775e-05	100.0	6.775e-05
363	2020.0	C00687103	156428.0	DIGITAL AD PLACEMENT	IN PURSUIT OF	digital	0.0	digital		1.0	S2TX00106	S	S	0.0	12500.0	AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)	U	O	2.0		2.0	2.0	Americans for Prosperity Action	OI	J1100	John Cornyn (R)	I	RW	S	TX			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.0125	113.65	0.01099868
364	2018.0	C00658336	338600.0	MEDIA SOCIAL	VEARCITY MEDIA	digital	0.0	digital		1.0	H8NJ04188	H		0.0		JOSH WELLE FOR CONGRESS	P	H		1.0	1.0	1.0	Josh Welle for Congress	DL	Z1200	Josh Welle (D)	C	DL	H	NJ	4.0		1.0	250.0	WELLE, JOSH	NJ	4.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.00025	110.32	0.0002266135
365	2018.0	C00656090	12358.0	ADVERTISING	GOOGLE	media	1.0	digital		1.0	H8TX32148	H		1.0		SALERNO FOR CONGRESS	P	H		1.0	1.0	1.0	Salerno for Congress	DL	Z1200	Lillian Salerno (D)	C	DL	H	TX	32.0		1.0	222.20000457763672	SALERNO, LILLIAN	TX	32.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	0.00022220002	110.32	0.00020141409
366	2018.0	C00654053	12288.0	ADVERTISEMENTS EMAIL SERVICES	GOOGLE	digital	1.0	digital		1.0				1.0		FUTURE NOW FUND	U	V			1.0	1.0	Future Now Fund	PI	J1200								1.0	112.48999786376953								0.0	0.0		1.0	1.0	1.0	1.0	0.0	6.0			2.0	1.0	0.00011249	110.32	0.00010196701
367	2018.0	C00687848	387451.0	ONLINE ADS FOR VOTER GUIDE	PLANNED PARENTHOOD OF ORANGE SAN BERNARDINO COUNTIES ACTION FUND	digital	0.0	digital		1.0	H8CA48035	H	S	0.0	4.940000057220459	PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND PAC	U	O	1.0			1.0	Planned Parenthood Orange/San Bernardino	OI	J7150	Harley Rouda (D)	C	DW	H	CA	48.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	0.0	7.0			1.0	1.0	4.94e-06	110.32	4.4778826e-06
368	2012.0	C00454074	43914.0	BANNER ADVERTISEMENTS AND BLAST EMAILS	RUSSO MARSH ASSOC	digital	0.0	digital		1.0	P80003338	P	O	0.0	14948.2001953125	OUR COUNTRY DESERVES BETTER PAC - TEAPARTYEXPRESS.ORG	U	Q	2.0		2.0	2.0	Tea Party Express/Our Country Deserves	PI	J1100	Barack Obama (D)	I	DW	P			5.0	2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	6.0		2012.0	1.0	1.0	0.0149482	100.0	0.0149482
369	2018.0	C00662601	4206.0	AD EXPENSE	GOOGLE	media	1.0	digital		1.0	H8TX05144	H		1.0		LANCE GOODEN FOR CONGRESS COMMITTEE	P	H		2.0	2.0	2.0	Lance Gooden for Congress Cmte	RW	Z1100	Lance Gooden (R)	O	RW	H	TX	5.0		1.0	849.3900146484375	GOODEN, LANCE	TX	5.0	O	C	3.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			2.0	1.0	0.00084939	110.32	0.0007699329
370	2018.0	C00668699	606269.0	WEB ADVERTISING	GRIT CREATIVE	digital	0.0	digital		1.0	H8KY03211	H		0.0		GLISSON FOR CONGRESS	P	H		2.0	2.0	2.0	Glisson for Congress	RL	Z1100	Vickie Glisson (R)	C	RL	H	KY	3.0		1.0	8000.0	GLISSON, VICKIE YATES BROWN	KY	3.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.008	110.32	0.007251632
371	2012.0	C00523902	14978.0	ADVERTISING MATERIAL PURCHASED ONLINE	AUBREY R TAYLOR COMMUNICATIONS	digital	0.0	digital		1.0	H2TX10113	H		0.0		CAMPAIGN TO ELECT TAWANA W CADIEN FOR CONGRESS; THE	P	H		1.0	1.0	1.0	Campaign to Elect Tawana W Cadien	DL	Z1200	Tawana W Cadien (D)	C	DL	H	TX	10.0		1.0	375.0	CADIEN, TAWANA W.	TX	10.0	C	C	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2012.0	1.0	1.0	0.000375	100.0	0.000375
372	2016.0	C00493221	521539.0	SOCIAL MEDIA ADVERTISING	STRATEGIC PARTNERS MEDIA	digital	0.0	digital		1.0	H6NE02125	H	S	0.0	2033.3299560546875	THE GUARDIAN FUND	U	Q	2.0		2.0	2.0	Guardian Fund	PI	J2200	Don Bacon (R)	C	RW	H	NE	2.0		2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	6.0		2016.0	1.0	1.0	0.00203333	105.74	0.0019229526
373	2014.0	C00549188	13758.0	ADVERTISING EMAIL MARKETING	ICONTACT	digital	0.0	digital		1.0	H4CA07055	H		0.0		BIRMAN FOR CONGRESS	P	H		2.0	2.0	2.0	Birman for Congress	RL	Z1100	Igor Birman (R)	C	RL	H	CA	7.0		1.0	149.0	BIRMAN, IGOR A	CA	7.0	C	P	2.0		0.0	0.0		1.0	1.0	1.0	1.0	0.0	3.0			1.0	1.0	0.000149	103.65	0.00014375302
374	2016.0	C00603506	16581.0	ADVERTISING SOCIAL MEDIA	FACEBOOK	digital	1.0	digital		1.0	H6NC13046	H		1.0		JOHN MCNEIL FOR CONGRESS	P	H		1.0	1.0	1.0	John Mcneil For Congress	DL	Z1200	John McNeil (D)	C	DL	H	NC	2.0		1.0	237.20000076293945	MCNEIL, JOHN P	NC	2.0	C	P	2.0		0.0	0.0		1.0	1.0	1.0	1.0	1.0	3.0		2016.0	2.0	1.0	0.0002372	105.74	0.00022432381
375	2020.0	C00732172	156706.0	DIGITAL ADVERTISING	BREAK SOMETHING	digital	0.0	digital		1.0	S0KY00339	S	S	0.0	710064.7	SAVE AMERICA FUND	U	O	1.0		1.0	1.0	Save America Fund	OI	J1200	Amy McGrath (D)	C	DL	S	KY			2.0								1.0	0.0	0.0	1.0			1.0	1.0	1.0	7.0		2020.0	1.0	1.0	0.7100647	113.65	0.62478197
